Finding ID,Source Audit File,Module,Route,Screen,Persona,User Journey,Severity,Original Finding,Root Cause,Fix Decision,Code Files Changed,Test Evidence,Runtime Evidence,Screenshot Path,Status,Notes
CAT-0810,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,*  - dbId wiring added to avoid CLAUDE.md §L39 UUID/issue_key silent 400.,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0811,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"production: { label: 'Production',color: 'var(--cp-success)', bg: 'var(--ds-background-success)' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0812,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,// Falls back to legacy 3-category lozenge for items outside,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0813,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"// silently degraded every assignee to ""Unknown"".",Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0814,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"urgent: { label: 'Urgent', color: 'var(--cp-danger)' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0815,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,/** Avatar group selected user IDs (legacy — separate quick-filter strip). */,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0816,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,const setRowsPerPage = isSinglePageMode ? (() => { /* no-op */ }) : projectQuery.setRowsPerPage;,No-op affordance creates a broken transaction.,Wire action or disable it with reason.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0817,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"high:   { label: 'High',   color: 'var(--cp-warning)' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0818,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"* legacy 600×489 ""More filters"" popup (multi-facet left rail).",Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0819,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,const setPage = isSinglePageMode ? (() => { /* no-op */ }) : projectQuery.setPage;,No-op affordance creates a broken transaction.,Wire action or disable it with reason.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0820,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"medium: { label: 'Medium', color: 'var(--cp-workstream-catalyst-primary)' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0821,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,* that was saved with filter_config but no jql_query (legacy AllWork saves).,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0822,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,// failed filter fetch silently render the UNFILTERED list with no banner.,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0823,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"low:    { label: 'Low',    color: 'var(--cp-ink-3, var(--cp-text-secondary))' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0824,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,supports; the 6 legacy-only facets (sprintReleases / sprint /,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0825,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,pattern rationale and CLAUDE.md §L39 for the silent-400 guard.,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0826,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"epic:    { icon: '◆', color: 'var(--cp-purple-60)', label: 'Epic' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0827,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,// mirror it so the legacy list columns keep rendering until S1.1a.,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0828,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,{/* Saved-filter fetch failure — without this the list silently renders,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0829,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"feature: { icon: '▲', color: 'var(--cp-workstream-catalyst-primary)', label: 'Feature' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0830,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,{/* This mini-editor writes the legacy board tables only; the runtime-enforced,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0831,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,* any other detail whose parent is an Epic/Feature/Task) silently no-oped,No-op affordance creates a broken transaction.,Wire action or disable it with reason.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0832,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"story:   { icon: '●', color: 'var(--cp-teal-60)', label: 'Story' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0833,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,. This panel only adjusts this project's legacy board columns.,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0834,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,the raw_json write when raw was null silently dropped the start date,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0835,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"bug:     { icon: '⬡', color: 'var(--cp-danger)', label: 'Bug' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0836,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"* DemandFulfilmentGadget — Replaces the legacy ""Key Milestones"" gadget.",Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0837,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,* Defect detail (e.g. BAU-4466 inside BAU-5736) silently no-ops because,No-op affordance creates a broken transaction.,Wire action or disable it with reason.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0838,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"task:    { icon: '■', color: 'var(--cp-warning)', label: 'Task' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0839,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,// 1a) Fetch epic↔initiative links from es_initiative_epics (legacy join).,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0840,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,/** ph_issues.id (UUID PK). Required — issue_key would silent-400 (CLAUDE.md §L39). */,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0841,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"subtask: { icon: '○', color: 'var(--cp-ink-4, var(--cp-border-neutral-light))', label: 'Subtask' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0842,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"const { settings: legacySettings, save } = useGadgetSettings();",Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
